id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
47854,cn,精武風雲,"Seven years after the apparent death of Chen Zhen, who was shot after discovering who was responsible for his teacher's death (Huo Yuanjia) in Japanese-occupied Shanghai. A mysterious stranger arrives from overseas and befriends a local mafia boss. That man is a disguised Chen Zhen, who intends to infiltrate the mob when they form an alliance with the Japanese. Disguising himself as a caped fighter by night, Chen intends to take out everyone involved as well as get his hands on an assassination list prepared by the Japanese.",11.044,2010-09-01,Legend of the Fist: The Return of Chen Zhen,6.6,224
46332,fr,Des hommes et des dieux,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",13.585,2010-09-08,Of Gods and Men,6.6,301
10176,en,The Quiet Earth,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",7.656,1985-09-08,The Quiet Earth,6.6,444
9357,en,One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",10.485,2002-08-21,One Hour Photo,6.6,1414
732670,en,LEGO Star Wars Holiday Special,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",18.599,2020-11-17,LEGO Star Wars Holiday Special,6.6,254
532938,fr,Les Crevettes pailletées,"Matthias Le Goff, an Olympic champion at the end of his career, makes a homophobic statement on TV. His punishment: coach the Shiny Shrimps, a flamboyant and amateur gay water-polo team. They have only one thing in mind: to qualify for the Gay Games in Croatia where the hottest international LGBT athletes compete. It's the start of a bumpy and joyful ride - Faster, Higher, Stronger.",5.758,2019-05-08,The Shiny Shrimps,6.6,378
440021,en,Happy Death Day,"Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out.",19.559,2017-10-12,Happy Death Day,6.6,5413
157386,en,The Spectacular Now,"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",16.745,2013-08-02,The Spectacular Now,6.6,2575
15592,en,Beaches,"A privileged rich debutante and a cynical struggling entertainer share a turbulent, but strong childhood friendship over the years.",9.132,1988-12-21,Beaches,6.6,208
5780,en,Torn Curtain,"During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution, but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.",9.032,1966-07-15,Torn Curtain,6.6,462
41211,fr,L'arnacoeur,Alex and his sister run a business designed to break up relationships. They are hired by a rich man to break up the wedding of his daughter. The only problem is that they only have one week to do so.,10.862,2010-03-17,Heartbreaker,6.6,1170
38368,th,ลุงบุญมีระลึกชาติ,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",9.535,2010-06-25,Uncle Boonmee Who Can Recall His Past Lives,6.6,293
25319,en,The Masque of the Red Death,"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land.",7.081,1964-06-24,The Masque of the Red Death,6.6,231
11977,en,Caddyshack,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",13.438,1980-07-25,Caddyshack,6.6,939
11654,en,The Hunger,"Miriam promises her lovers the gift of eternal life, but John, her companion for centuries, suddenly discovers that he is getting old minute by minute, so he looks for Dr. Sarah Roberts, a researcher on the mechanisms of aging, and asks her for help.",9.386,1983-04-29,The Hunger,6.6,431
11283,en,Nanny McPhee,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",25.389,2005-10-21,Nanny McPhee,6.6,2627
11135,en,The Rescuers Down Under,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",5.312,1990-11-16,The Rescuers Down Under,6.6,1068
9489,en,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",17.037,1998-02-26,You've Got Mail,6.6,2766
8270,en,The Lookout,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",9.728,2007-03-09,The Lookout,6.6,520
56812,es,Balada triste de trompeta,"A trapeze artist must decide between her lust for Sergio, the Happy Clown, or her affection for Javier, the Sad Clown, both of whom are deeply disturbed.",8.435,2010-12-17,The Last Circus,6.6,341
11012,en,Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,22.293,1992-12-02,Damage,6.6,339
565,en,The Ring,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,25.941,2002-10-18,The Ring,6.6,5291
241855,en,Spring,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",10.086,2014-10-08,Spring,6.6,576
201085,en,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",19.728,2015-10-13,Crimson Peak,6.6,4446
52264,fr,Une vie de chat,"A thrilling mystery that unfurls in the alleys and on the rooftops of the French capital, Paris, over the course of one adventurous evening.",6.628,2010-12-15,A Cat in Paris,6.6,202
38718,en,Reversal of Fortune,"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",7.862,1990-10-05,Reversal of Fortune,6.6,231
21385,en,"Mickey, Donald, Goofy: The Three Musketeers","In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",28.748,2004-08-04,"Mickey, Donald, Goofy: The Three Musketeers",6.6,761
